State,County,Organization Name,Plan Name,Contract ID,Plan ID,Segment ID,Organization Type,Plan Type,Special Needs Plan,Special Needs Plan Type,Benefit Type,Part D Basic Premium Below Regional Benchmark?,National PDP,Part C Premium2,Part D Total Premium5,Tiers Not Subject to Deductible7,Increased Initial Coverage Limit8,Extra Coverage in Gap,Unnamed: 26,Total Premium,temp
Kansas,Leavenworth,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Lincoln,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Linn,Coventry Health Care,Advantra Freedom (PPO),H1608,16,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Linn,Coventry Health Care,Advantra Freedom Plus (PPO),H1608,23,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,40.0,,,Y,,40.0,False
Kansas,Linn,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Linn,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Linn,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Logan,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Logan,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Logan,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Lyon,Coventry Health Care,Coventry Total Care (PPO),H1608,24,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Lyon,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Lyon,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Marion,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Marshall,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Marshall,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,McPherson,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,McPherson,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,McPherson,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,McPherson,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,McPherson,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Meade,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Meade,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Miami,Coventry Health Care,Advantra Freedom (PPO),H1608,16,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Miami,Coventry Health Care,Advantra Freedom Plus (PPO),H1608,23,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,40.0,,,Y,,40.0,False
Kansas,Miami,"Humana Health Plan, Inc.",Humana Gold Plus H2649-062 (HMO),H2649,62,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,23.6,1.0,,,,43.0,False
Kansas,Miami,"Humana Health Plan, Inc.",Humana Value Plus H2649-067 (HMO),H2649,67,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,25.6,1.0,,,,25.6,False
Kansas,Miami,Coventry Health Care,Advantra Advantage (HMO),H2663,26,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Miami,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Miami,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Miami,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Mitchell,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Mitchell,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Montgomery,Coventry Health Care,Advantra Freedom (PPO),H1608,18,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Montgomery,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Morris,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Morton,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Morton,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Nemaha,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Nemaha,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Neosho,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Neosho,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Ness,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Ness,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Norton,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Norton,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Osage,Coventry Health Care,Coventry Total Care (PPO),H1608,24,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Osage,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Osborne,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Osborne,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Ottawa,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Pawnee,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Phillips,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Phillips,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Phillips,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Pottawatomie,Coventry Health Care,Coventry Total Care (PPO),H1608,24,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Pottawatomie,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Pottawatomie,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Pottawatomie,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Pratt,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Rawlins,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Rawlins,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Rawlins,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Reno,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Reno,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Reno,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Republic,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Republic,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Rice,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Riley,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Riley,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Riley,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Rooks,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Rooks,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Rush,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Rush,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Russell,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Saline,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Saline,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Saline,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Scott,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Scott,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Scott,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Sedgwick,Coventry Health Care,Coventry Medicare Advantage (PPO),H1608,17,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Sedgwick,"Humana Health Plan, Inc.",Humana Gold Plus H2649-021 (HMO),H2649,21,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Kansas,Sedgwick,"Humana Health Plan, Inc.",Humana Value Plus H2649-067 (HMO),H2649,67,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,25.6,1.0,,,,25.6,False
Kansas,Sedgwick,Coventry Health Care,Coventry Medicare Advantage Total Care (HMO),H2663,28,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Sedgwick,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,34,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Kansas,Sedgwick,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,35,0,Local CCP,HMO,No,,Enhanced Alternative,,,2.5,34.5,1.0,,,,37.0,False
Kansas,Sedgwick,UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),H2802,36,0,Local CCP,HMO,No,,Enhanced Alternative,,,42.8,34.2,,,,,77.0,False
Kansas,Sedgwick,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Sedgwick,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Sedgwick,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Kansas,Sedgwick,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Seward,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Shawnee,Coventry Health Care,Advantra Freedom Plus (PPO),H1608,23,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,40.0,,,Y,,40.0,False
Kansas,Shawnee,Coventry Health Care,Coventry Total Care (PPO),H1608,24,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Shawnee,"Humana Health Plan, Inc.",Humana Gold Plus H2649-062 (HMO),H2649,62,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,22.0,1.0,,,,22.0,False
Kansas,Shawnee,"Humana Health Plan, Inc.",Humana Value Plus H2649-067 (HMO),H2649,67,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,25.6,1.0,,,,25.6,False
Kansas,Shawnee,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Shawnee,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Shawnee,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Sheridan,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Sheridan,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Sherman,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Smith,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Smith,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Stafford,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Stanton,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Stevens,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Stevens,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Sumner,"Humana Health Plan, Inc.",Humana Gold Plus H2649-021 (HMO),H2649,21,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Kansas,Sumner,"Humana Health Plan, Inc.",Humana Value Plus H2649-067 (HMO),H2649,67,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,25.6,1.0,,,,25.6,False
Kansas,Sumner,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Sumner,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Sumner,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Thomas,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Thomas,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Trego,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Trego,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Wabaunsee,Coventry Health Care,Coventry Total Care (PPO),H1608,24,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Wabaunsee,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Wallace,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Washington,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Washington,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Washington,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Wichita,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Wichita,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Wilson,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),H5435,24,0,PFFS,PFFS,No,,Enhanced Alternative,,,34.9,25.1,1.0,,,,60.0,False
Kansas,Wilson,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Woodson,Humana Insurance Company,Humana Gold Choice H2944-013 (PFFS),H2944,13,0,PFFS,PFFS,No,,Enhanced Alternative,,,89.3,27.7,1.0,,,,117.0,False
Kansas,Woodson,Humana Insurance Company,HumanaChoice R4845-002 (Regional PPO),R4845,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,149.2,34.8,1.0,,,,184.0,False
Kansas,Wyandotte,Blue Cross and Blue Shield of Kansas City (Blue KC,Blue Medicare Advantage Complete (HMO),H1352,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,,,0.0,True
Kansas,Wyandotte,Blue Cross and Blue Shield of Kansas City (Blue KC,Blue Medicare Advantage Plus (HMO),H1352,2,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,29.0,,,,,29.0,False
Kansas,Wyandotte,"Humana Health Plan, Inc.",Humana Gold Plus H2649-062 (HMO),H2649,62,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,22.0,1.0,,,,22.0,False
Kansas,Wyandotte,"Humana Health Plan, Inc.",Humana Value Plus H2649-067 (HMO),H2649,67,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,25.6,1.0,,,,25.6,False
Kansas,Wyandotte,Coventry Health Care,Advantra Advantage (HMO),H2663,27,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Kansas,Wyandotte,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,32,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Kansas,Wyandotte,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,33,0,Local CCP,HMO,No,,Enhanced Alternative,,,6.2,30.8,1.0,,,,37.0,False
Kansas,Wyandotte,Humana Insurance Company,HumanaChoice H5216-032 (PPO),H5216,32,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,52.5,30.5,1.0,,,,83.0,False
Kansas,Wyandotte,Humana Insurance Company,HumanaChoice H5216-033 (PPO),H5216,33,1,Local CCP,Local PPO,No,,Enhanced Alternative,,,27.9,29.1,1.0,,,,57.0,False
Kansas,Wyandotte,Blue Cross and Blue Shield of Kansas City (Blue KC,Blue Medicare Advantage Access (PPO),H6502,1,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,65.0,,,,,65.0,False
Kansas,Wyandotte,Allwell,Allwell Medicare (HMO),H6550,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,,,0.0,True
